Training time, NORMALITY:
                           W      pval  normal
p5lr.1mlr.0001a.5   0.932990  0.477935    True
p10lr.1mlr.0001a.5  0.912608  0.299390    True
p15lr.1mlr.0001a.5  0.881237  0.134828    True
p20lr.1mlr.0001a.5  0.957409  0.755973    True
p25lr.1mlr.0001a.5  0.969902  0.889938    True
p20lr.1mlr.001a.4   0.935724  0.506485    True
p20lr.2mlr.01a.5    0.921896  0.373040    True
p5lr.2mlr.008a.5    0.917470  0.336339    True
p10lr.05mlr.001a.5  0.912955  0.301915    True
p15lr.1mlr.001a.5   0.714718  0.001329   False
p10lr.3mlr.01a.3    0.881465  0.135641    True
p25lr.15mlr.001a.5  0.982351  0.976497    True
p20lr.1mlr.002a.5   0.941765  0.572816    True

 ANOVA:
                 sum_sq     df           F        PR(>F)
C(treatments)  0.204463   12.0  217.462983  5.976544e-74
Residual       0.009167  117.0         NaN           NaN

 HSD Tukey:
            Multiple Comparison of Means - Tukey HSD, FWER=0.05             
============================================================================
      group1             group2       meandiff p-adj   lower   upper  reject
p20lr.1mlr.0001a.5   p20lr.2mlr.01a.5  -0.0498  0.001 -0.0632 -0.0365   True
p20lr.1mlr.0001a.5 p25lr.15mlr.001a.5   0.0038    0.9 -0.0096  0.0171  False
p20lr.1mlr.0001a.5 p25lr.1mlr.0001a.5   0.0276  0.001  0.0142   0.041   True
p20lr.1mlr.0001a.5  p5lr.1mlr.0001a.5  -0.0928  0.001 -0.1062 -0.0794   True
p20lr.1mlr.0001a.5   p5lr.2mlr.008a.5  -0.1058  0.001 -0.1192 -0.0924   True
 p20lr.1mlr.001a.4  p20lr.1mlr.002a.5   -0.001    0.9 -0.0144  0.0124  False
 p20lr.1mlr.001a.4   p20lr.2mlr.01a.5    -0.01 0.3741 -0.0234  0.0034  False
 p20lr.1mlr.001a.4 p25lr.15mlr.001a.5   0.0436  0.001  0.0302   0.057   True
 p20lr.1mlr.001a.4 p25lr.1mlr.0001a.5   0.0675  0.001  0.0541  0.0808   True
 p20lr.1mlr.001a.4  p5lr.1mlr.0001a.5  -0.0529  0.001 -0.0663 -0.0395   True
 p20lr.1mlr.001a.4   p5lr.2mlr.008a.5  -0.0659  0.001 -0.0793 -0.0525   True
 p20lr.1mlr.002a.5   p20lr.2mlr.01a.5   -0.009  0.541 -0.0224  0.0044  False
 p20lr.1mlr.002a.5 p25lr.15mlr.001a.5   0.0446  0.001  0.0312   0.058   True
 p20lr.1mlr.002a.5 p25lr.1mlr.0001a.5   0.0685  0.001  0.0551  0.0819   True
 p20lr.1mlr.002a.5  p5lr.1mlr.0001a.5  -0.0519  0.001 -0.0653 -0.0385   True
 p20lr.1mlr.002a.5   p5lr.2mlr.008a.5  -0.0649  0.001 -0.0783 -0.0515   True
  p20lr.2mlr.01a.5 p25lr.15mlr.001a.5   0.0536  0.001  0.0402   0.067   True
  p20lr.2mlr.01a.5 p25lr.1mlr.0001a.5   0.0774  0.001   0.064  0.0908   True
  p20lr.2mlr.01a.5  p5lr.1mlr.0001a.5  -0.0429  0.001 -0.0563 -0.0295   True
  p20lr.2mlr.01a.5   p5lr.2mlr.008a.5   -0.056  0.001 -0.0693 -0.0426   True
p25lr.15mlr.001a.5 p25lr.1mlr.0001a.5   0.0238  0.001  0.0104  0.0372   True
p25lr.15mlr.001a.5  p5lr.1mlr.0001a.5  -0.0965  0.001 -0.1099 -0.0831   True
p25lr.15mlr.001a.5   p5lr.2mlr.008a.5  -0.1096  0.001 -0.1229 -0.0962   True
p25lr.1mlr.0001a.5  p5lr.1mlr.0001a.5  -0.1204  0.001 -0.1337  -0.107   True
p25lr.1mlr.0001a.5   p5lr.2mlr.008a.5  -0.1334  0.001 -0.1468   -0.12   True
 p5lr.1mlr.0001a.5   p5lr.2mlr.008a.5   -0.013 0.0648 -0.0264  0.0004  False
----------------------------------------------------------------------------
