__label__subject	It was the highest time to discuss this topic.
__label__performance_assessment	Your hesitation influenced the audience.
__label__recommendations	Perhaps people would like to read those instructions
__label__performance_assessment	I didn't like those yokes that the speaker used during presentation.
__label__performance_assessment	O.K.
__label__performance_assessment	I'm pleased with the captain's skills
__label__performance_assessment	After those meetings I always have so many new ideas.
__label__subject	The story you told us is a good example.
__label__time	I expect my people to start on time.
__label__recommendations	Require attendees not to interrupt others.
__label__subject	On one hand I understand your point, on the other hand I disagree
__label__performance_assessment	It's wonderful what a lot of our troops have gathered, lads!
__label__performance_assessment	After those meetings I always have a headache.
__label__subject	The proposed use the command center was interesting
__label__subject	Totally not useful meeting and topic.
__label__recommendations	Maybe it's not so hard to organize some catering.
__label__performance_assessment	His delight is to know the law and show it to everyone
__label__subject	It is not the first time this was brought up and I don’t see any improvement.
__label__time	I was late in my office because of the delay in the presentation.
__label__subject	I’m not sure if this is a right way.
__label__performance_assessment	It was a pleasure to listen to your speech!
__label__time	Susana earned extra time at the meeting to get 5 questions right.
__label__performance_assessment	You get to meet all kinds of interesting people in that meeting
__label__recommendations	I hope the commander can select the most suitable people to lead these meetings.
__label__performance_assessment	The idea of meetings is good.
__label__performance_assessment	The presenter had the ability to persuade the public.
__label__performance_assessment	 From my perspective the talk was not awful
__label__subject	AWS should not play any part in the decision making process.
__label__performance_assessment	Very interesting.
__label__subject	I entirely disagree with what was said.
__label__performance_assessment	I liked the way you talk.
__label__subject	Kutuzov merely shrugged his shoulders when one after another they presented projects of maneuvers to be made with those soldiers
__label__technical	No time to pee during breaks.
__label__subject	The presenter repeated the same thing he said during the last meetings
__label__performance_assessment	Calling too many meetings decreases credibility in the boss
__label__performance_assessment	The speaker was great as always.
__label__technical	This meeting without access to WIFI was a mistake.
__label__performance_assessment	Not often can you see such performance!
__label__technical	The catering was better.
__label__performance_assessment	The arguments that the major choose were convincing.
__label__performance_assessment	I don’t know what to say.
__label__subject	The problem is we talk to little about this.
__label__performance_assessment	The speaker got me really bored.
__label__time	Many ideas for so little time
__label__performance_assessment	I can imagine more useful skills that we can learn.
__label__recommendations	We need a leader, chairman… someone to menage the meeting.
__label__subject	Suddenly there was a great news
__label__time	I think that wee need three more meetings on the same topic, because it was not enough time to talk everything thru.
__label__subject	Last night we ran a session on the general email texted us about.
__label__recommendations	You ought to be more polite.
__label__performance_assessment	The soldiers should follow procedures
__label__recommendations	Better leave us 15 minutes of questions and 15 minutes of opinions.
__label__recommendations	We should think about some new topic, more up to date.
__label__subject	In this meeting I noticed that there is an increase in knowledge and development of social skills over the participants.
__label__recommendations	I recommend delivering support material to make everything much easier.
__label__technical	I thought that wi-fi would be available.
__label__subject	I share your point of view.
__label__recommendations	I think he can do a better job
__label__performance_assessment	With just one presenter it would have been enough
__label__subject	I don't like discussing the same thing all the time.
__label__time	Starting on 8.00 is too early for me.
__label__recommendations	This was wrong, totally wrong, whatever we do, we should do it together.
__label__technical	Door to our meeting room need fixing.
__label__performance_assessment	It was a pleasure to hear such a good speech.
__label__performance_assessment	I don't like you to talk like that.
__label__time	Every time those meetings start at different time and end at different than it was written in a schedule.
__label__technical	The room was overcrowded.
__label__subject	the soldiers demonstrate disinterest in current assignments
__label__time	The main presenter had a short time presentation
__label__technical	How u can survive without a microphone?
__label__performance_assessment	 It goes without saying that the training was working
__label__subject	Are you convinced you’re right?
__label__recommendations	Do you homework next time!
__label__technical	I though that we can afford a microphone?!
__label__recommendations	He should not listen to anyone who tried to persuade him to stay, he had his orders.
__label__subject	True, Navy does need to change in this aspect.
__label__performance_assessment	We were all well informed for the first time.
__label__time	You were late!
__label__subject	The topics don’t vary enough.
__label__performance_assessment	Great way of presenting.
__label__performance_assessment	It is useful to have someone who has had experience with similar problems in previous projects to talk to.
__label__subject	I may be misunderstanding.
__label__performance_assessment	I appreciate the assistance
__label__subject	Can you remind me what was this all about?
__label__performance_assessment	Because the boredom of the lecture made me drowsy
__label__subject	 I believe the plan is not negative
__label__performance_assessment	You have really improved since our last meeting.
__label__time	I would prefer spending less time on questions and more on practice.
__label__recommendations	It is also important to talk about deadlines, actions or responsible for future tasks
__label__subject	On the contrary, I think our mission is to protect them.
__label__performance_assessment	I can see his lack of commitment to job
__label__subject	She was wired with a different kind of energy after the sparring session
__label__subject	I'm glad that we discussed this topic today.
__label__performance_assessment	It was an interesting conversation
__label__recommendations	Next time, please let us know in advance the day and time of the meeting
__label__subject	I liked that they organized the entire process in an orderly manner along with the necessary materials and classrooms.
__label__performance_assessment	I love the man, he has such a sense of humor.
__label__recommendations	You should replay that part and see it for yourself
__label__subject	 The plan is very well prepared
__label__technical	I couldn’t hear in the back of the room
__label__performance_assessment	A bit hesitating
__label__subject	 I’m of the opinion that the main idea was not great
__label__subject	I think the new way of handling these problems may be good.
__label__subject	What are the consequences of having such diversity in a work group?
__label__subject	Okay, you think that won't work for Olivia. 
__label__recommendations	I would give certificates those who passed exams at the end
__label__time	Timely starting your meetings would be much appreciated.
__label__performance_assessment	"A new meeting without results and focused on ""technical aspects""."
__label__performance_assessment	I hope it would be improved.
__label__performance_assessment	It's hard to think of any cons.
__label__technical	The chairs are absolutely not comfortable.
__label__performance_assessment	As for first session it wasn't bad.
__label__recommendations	Maybe we should be given some materials before meetings?
__label__performance_assessment	I wonder how long did you prepare for this presentation?
__label__recommendations	She should discuss all this with Alex.
__label__subject	A very good topic.
__label__time	I don’t like the idea of ​​checking every fifteen minutes if Olivia continues to do the homework
__label__recommendations	Although you have all been to the same meeting, it is possible that there may be misunderstandings, it is important to make clear the conclusions and next steps
__label__subject	The soldiers would cross the river.
__label__technical	Some headphones did not work.
__label__recommendations	I strongly recommend having lunches early
__label__recommendations	I like the idea of seeing movies as material, we can use that way of learning more often.
__label__performance_assessment	I would never excuse such behavior.
__label__performance_assessment	These have been long and boring meetings
__label__technical	Could someone fix the microphone?
__label__recommendations	I guess it would be better not to go into such detail.
__label__time	We got into the room and sit down for a few minutes in silence.
__label__subject	The topics could vary more between themselves.
__label__performance_assessment	I’d really like to write something polite regarding this presentation.
__label__subject	Of course, she knew Alex well enough now to know he didn't like people to hand out information about him.
__label__performance_assessment	This presenter knows how to make a good meeting.
__label__technical	The room was in a mass as always.
__label__recommendations	In meetings, delays should not be allowed unless they are for a greater cause.
__label__performance_assessment	Our temporary sheriff is talking nonsense
__label__recommendations	I recommend encouraging debate for upcoming meetings
__label__performance_assessment	 Some people say that the meeting wasn’t boring
__label__subject	Usually there is not enough men for the job.
__label__performance_assessment	He is a leader with charismatic ideas
__label__recommendations	Can we deliver a copy to each team member?
__label__recommendations	I like watching films during presentation, why don’t we see more of them?
__label__performance_assessment	I will not attend such meetings in the future.
__label__time	I was a little late and I wasn't allowed to join the meeting.
__label__subject	Is Mr. Smith the one with that authority? 
__label__technical	It was so crowdy today that it was hard to breath.
__label__performance_assessment	Pure histrionics.
__label__recommendations	There should be no selective reduction.
__label__time	I think that one meeting to discuss the whole idea wasn't enough.
__label__subject	The  reward, when it was available, certainly presented a temptation.
__label__performance_assessment	An excellent idea that the people involved are summoned in advance and have sufficient information on the topics to treat
__label__technical	Do we have some technical staff to help in emergencies at all?
__label__performance_assessment	I didn't have a pen.
__label__performance_assessment	It seemed to me that the guy that was giving the lecture was drunk.
__label__performance_assessment	The speech was charismatic and inspired many listeners
__label__recommendations	Women should have different task than men.
__label__time	We’ll loose next war if everyone in the army cares about time so little as you do :(
__label__performance_assessment	Finally, a meeting where they do not extend with unimportant issues
__label__recommendations	On the next occasion the presentation should be less extensive and much clearer.
__label__recommendations	I would consider it useful to be introduced before such meetings.
__label__technical	There is no internet connection for assistants
__label__time	I understand that there are only 15 minutes left before this meeting ends
__label__performance_assessment	It is a great experience
__label__recommendations	You should work on your pronunciation of foreign words.
__label__recommendations	Somebody should lock the door after the beginning.
__label__performance_assessment	Your description of the problem was thorough.
__label__subject	Reading and answering emails breaks the work dynamics a lot
__label__performance_assessment	 According to me the talk was fierce
__label__technical	The chairs are very uncomfortable.
__label__subject	Great project, i’ll keep my fingers crossed for you!
__label__subject	It’s essential we are prepared.
__label__performance_assessment	She likes depressing stories
__label__performance_assessment	The meeting resulted in a laugh of inexpressible satisfaction
__label__performance_assessment	I really appreciate all your help preparing the meeting for the opening night.
__label__subject	But as time progressed, his obvious reluctance to propose a real solution presented a far more difficult problem.
__label__recommendations	I would love to see a new face during those meetings.
__label__technical	Is it possible to have less light during presentation next time?
__label__performance_assessment	I'm really impressed.
__label__performance_assessment	The guy that organized it should get fired at once!
__label__technical	The internet connection area was quite fast at the meeting place.
__label__recommendations	Maybe some materials would help.
__label__subject	There is an extraordinary session from October till Christmas.
__label__recommendations	They should know better how to react in such situations in future.
__label__performance_assessment	The speaker sounded like he had no idea about the case.
__label__technical	I think that we are worth more comfortable place for meetings.
__label__technical	The presenter achieved each and every one of his goals
__label__time	There wasn't time for everyone to speak their minds.
__label__performance_assessment	I couldn't focus on the case.
__label__performance_assessment	Well done.
__label__subject	 Some people say  the meeting was not useful because they heard already about the latter
__label__performance_assessment	Excellent graphics and statistical analysis.
__label__performance_assessment	Now that is quality!
__label__recommendations	I think we should discuss urgent things.
__label__time	The presenter was speaking very fast because there was not enough time to cover all topics
__label__performance_assessment	You engaged the audience 
__label__performance_assessment	It's hard to think of any things that the organizers can change.
__label__subject	They were talking of the type of topics they are afraid will break
__label__technical	The wi-fi finally works.
__label__performance_assessment	My delight in them is as varied as my moods.
__label__subject	The data regarding Afganistan was really up to date.
__label__subject	You divided the problem in 4 groups, but I think 6 would do better.
__label__subject	Considering the problems they presented, she could hardly blame him for that.
__label__subject	 Generally it is thought that soldiers are nervous
__label__performance_assessment	Im definitely not the only one who thinks  the speaker was not fierce
__label__performance_assessment	The plan execution was marred by static characterizations
__label__recommendations	You should remind people to turn off their mobiles.
__label__subject	Dean presented the facts unemotionally but as soon as he mentioned Scranton, the old man caught the coincidence and could hardly contain himself.
__label__subject	I was hoping to hear more about this idea.
__label__recommendations	Someone should take care for sticking to the protocol.
__label__performance_assessment	Now this is what I call a speech!
__label__performance_assessment	Without those meetings it would be harder to survive this time.
__label__subject	I would prefer to hear some new information, not things that we all already know.
__label__recommendations	A little advice: keep it short!
__label__subject	In that way, we would never get the subject exhausted!
__label__performance_assessment	Do you think everyone followed?
__label__recommendations	I would prefer to hear few words of explanation before presentation of the problem.
__label__technical	Nobody fixed the air conditioner till now.
__label__technical	It was too cold as always.
__label__time	You were very late.
__label__technical	The translation headphones had a connection failure, they did not allow me to understand the meaning of the words
__label__recommendations	we do not agree with that recommendation
__label__technical	All the cables lying around the room are dangerous.
__label__subject	The subject wasn't exhausted at all.
__label__technical	The place was inappropriate.
__label__time	Maybe more time for presentation would help us to understand the problem.
__label__performance_assessment	We were intrigued. 
__label__performance_assessment	So me guys were listening but the rest was playing on their mobiles.
__label__performance_assessment	After what I heard today, I can’t wait till the next meeting.
__label__performance_assessment	It was a pleasure to take part in such event.
__label__performance_assessment	I liked it tat we could practice with our quests.
__label__performance_assessment	I saw an absurd ritual in that meeting
__label__recommendations	You should be delighted to hear her opinion
__label__technical	The meeting was very crowded, some people even had to stand.
__label__recommendations	If I may, please keep your presentation to the subject more strictly!
__label__time	Last time the meeting was very short in time.
__label__performance_assessment	Thanks for your time
__label__performance_assessment	I think the commander was depressing
__label__recommendations	Please do your homework next time.
__label__performance_assessment	It's wonderful how they shine!
__label__subject	 the problem was interesting
__label__performance_assessment	The speaker was a noisy guy.
__label__performance_assessment	It is hard to expect anyone to keep focused after a whole hour of densely-packed presentation.
__label__subject	There are members who answer emails, consult social networks or other tasks not related to the theme of the meeting
__label__recommendations	Instead, keep the dialogue open.
__label__time	I came in a few minutes after the meeting should have started, but there was no one in the room
__label__recommendations	Perhaps we could bring guests for the next meeting?
__label__subject	How can we collaborate together to make this happen?
__label__subject	Can the presenter do it?
__label__performance_assessment	I hope he won't come here again
__label__technical	I never get the information about the time of the session.
__label__recommendations	Meetings must be an exclusive tool, which is only used when strictly necessary.
__label__subject	Don’t you think it is about time we change this?
__label__recommendations	Using mobile phones should be forbidden.
__label__technical	For the next meeting please bring a mouse to the computers.
__label__time	Starting and finishing on time was appreciated.
__label__recommendations	You should do more rehearsals before the meeting.
__label__performance_assessment	Many thanks for an interesting meeting.
__label__recommendations	For an order to be certainly executed, it is necessary that a man should order what can be executed.
__label__subject	I liked the topic.
__label__performance_assessment	It was a total disaster.
__label__subject	He had the satisfaction of being the first to put it into operation.
__label__performance_assessment	Why did you rush with the presentation?
__label__subject	I totally disagree.
__label__subject	 Some people say that the review process does not work
__label__performance_assessment	If everyone did their job it would work.
__label__performance_assessment	I didn't get what the speaker meant.
__label__recommendations	It should include ending all non-infectious diseases as well.
__label__performance_assessment	During the whole session he organized and directed the opposition in their attacks on the officials.
__label__performance_assessment	She helps without begin asked
__label__time	The new guy showed punctuality  
__label__recommendations	I think there are many things to change.
__label__time	I didn't think they would come and start so soon.
__label__subject	 I’m of the opinion that the review was poor
__label__time	I love her punctuality
__label__performance_assessment	I love our new phantoms.
__label__performance_assessment	I’m glad the command is paying attention.
__label__performance_assessment	It is important to be constructive always
__label__subject	Then with great labor he began to widen the passageway and everyone moved.
__label__recommendations	You had better be prepared next time.
__label__subject	I think the plan is credible
__label__subject	I don’t think this can be achieved.
__label__recommendations	You should let us know the purpose and reason for the meeting before it takes place
__label__time	I believe that the meeting lasted 30 more minutes, I did not expect it
__label__performance_assessment	Too long breaks.
__label__recommendations	Those meetings should be obligatory for all the staff.
__label__recommendations	Please distribute the report only to those who participated in the meeting
__label__subject	It is important to understand more effectively the actions or circumstances that affect the work team.
__label__subject	Thank you very much for meeting with me yesterday regarding my current project.
__label__performance_assessment	 Generally it is thought that the major is OK.
__label__subject	I don’t think repeating the same story all over again will make it true.
__label__subject	Can I see a written copy of the regulations that describe the procedure?
__label__subject	I don’t think we should change our organization units on these occasions.
__label__performance_assessment	For the next occasion we hope that the presenter invites the public to be part of the topic being discussed
__label__technical	I hate practicing on that old equipment.
__label__performance_assessment	He was flexible with the questions
__label__time	In my opinion five minutes is too short.
__label__performance_assessment	I hope I would be invited again.
__label__technical	One toilet isn't enough.
__label__subject	One cause for the excellence of her letters is the great number of them.
__label__subject	I fear we should do even more.
__label__performance_assessment	You are the most wonderful man.
__label__recommendations	Prevent the commitments made at the meeting from being forgotten.
__label__subject	To be perfectly clear, I am not saying the Internet and technology will solve every human ill.
__label__performance_assessment	Very nice meeting!
__label__technical	The new pointers were really helpful during the presentation.
__label__subject	Many of the issues discussed at the meeting could be resolved with a simple email.
__label__technical	Maybe if we were given sth to eat it would be easier.
__label__time	Was the meeting supposed to begin at 12?
__label__subject	 From my perspective the proposed changes to WTO are absurd
__label__technical	The computers in the room are very old.
__label__subject	The attendees had the relevant data for the meeting.
__label__performance_assessment	I did not like his plan and they way he put things on display
__label__time	Participants had time to ask questions and discuss them. 
__label__recommendations	We need more fun.
__label__performance_assessment	A look of satisfaction spread over the face of the creature before her.
__label__recommendations	I suggest changing the speaker.
__label__performance_assessment	We all started arguing and nobody reacted and took care of the situation.
__label__performance_assessment	The attention he garnered amazed him.
__label__subject	All these are absurd rules
__label__recommendations	If the microphone is faulty it’s better not to use it….
__label__performance_assessment	What a wonderful story.
__label__recommendations	I hope that sb would organize some sort of entertainment,
__label__recommendations	Focusing on what is going well can help you discover ways to solve other situations
__label__performance_assessment	Too many not answered questions.
__label__subject	Better write an email to everyone. Work meetings are a big problem for many organizations
__label__performance_assessment	It was a pleasure to help you.
__label__performance_assessment	This was a very boring meeting.
__label__subject	I totally disagree.
__label__performance_assessment	I really have better things to do.
__label__performance_assessment	I liked the topic but the presenting guy didn't manage to make me interested in listening.
__label__performance_assessment	Great figures and tables!
__label__recommendations	May I suggest to have hangouts and coffee?
__label__time	You started right on time which is appreciated.
__label__performance_assessment	Hopefully, this was his one and only session with drinking too much.
__label__recommendations	Try talking to the people seating in front of you next time, not to the room.
__label__performance_assessment	Not enough team working.
__label__performance_assessment	Well done!
__label__subject	Can't wee finally talk about something important in our work?
__label__performance_assessment	I don't like that way of presentation.
__label__subject	Instead I listened to his harangue about the difficulties they encountered
__label__time	It was very long.
__label__subject	I fully am aware of the topic, but the rest isn’t
__label__performance_assessment	I finally understood what you mean in the very last minutes of your speech.
__label__subject	 From my perspective the main idea is working
__label__performance_assessment	I think that listening to everyone’s complains for so many hour is a waste of time.
__label__performance_assessment	Unfortunately, this session was unsuccessful.
__label__performance_assessment	We saw a great performance last night.
__label__performance_assessment	Thanks meeting was very polite
__label__recommendations	I would plan those meetings more in advance.
__label__subject	It sounds like a real adventure!
__label__performance_assessment	Congratulations, your talk was really inspiring!
__label__performance_assessment	He explained with great detail
__label__subject	I didn't learn anything new.
__label__subject	This time both arguments were presented 
__label__performance_assessment	The presenter did nothing as planned.
__label__performance_assessment	Good as always.
__label__performance_assessment	I liked your style.
__label__time	We had to wait 20 minutes after the agreed time.
__label__recommendations	For the next meeting, I recommend presenting the work program by the previously disseminated agenda and remembering the objectives of the meeting.
__label__recommendations	More attention to the matter would surely help.
__label__performance_assessment	She is very attentive to detail
__label__performance_assessment	It was hard to part after the meeting.
__label__performance_assessment	One of the participants was drunk and nobody reacted to his behavior.
__label__recommendations	We should have a follow-up of the work meeting
__label__subject	I’m not sure if I understood correctly.
__label__subject	In my opinion you are right.
__label__recommendations	Hopefully you can create something like a roadmap that ensures that what you have worked at the meeting will be useful and certainly productive
__label__recommendations	Maybe we could invite some quests?
__label__subject	I recall seeing this somewhere already.
__label__performance_assessment	The speaker didn't answer any of the questions.
__label__technical	The translation was not heard.
__label__recommendations	Why don’t you do some deeper research in the topic?
__label__performance_assessment	Everything was easy to understand, they really met my expectations.
__label__technical	The video of the presentation failed multiple times.
__label__time	I hope your colleagues were also that punctual.
__label__performance_assessment	I think he is an unfortunate person
__label__performance_assessment	He should use the microphone!!!!!
__label__recommendations	Let's call him and ask him to accompany us. 
__label__subject	How can we improve our execution?
__label__recommendations	We should have some new equipment to practice.
__label__subject	it's a long conversation about what's going wrong
__label__technical	I love it that you've added the e-mail reminder.
__label__subject	Too many digressions.
__label__performance_assessment	You managed to engage the audience.
__label__technical	I like it that we've change the place of our meetings.
__label__time	The practical part with exercises was too short.
__label__subject	I don’t want to sit and watch such nonsense!
__label__recommendations	I think that it would be enough to meet once a month.
__label__subject	There is a fierce competition between these two entities
__label__performance_assessment	She is a fierce fighter
__label__time	I think that five minutes for every opinion is enough.
__label__recommendations	I’m not sure if going into such detail is useful.
__label__subject	If this is what the Navy thinks i’m terrified.
__label__performance_assessment	I would love to listen to the same prelection again.
__label__recommendations	Please do not look at the cell phone while others speak.
__label__performance_assessment	 the talk was charismatic
__label__subject	There we have command and power in their primary form
__label__subject	In the ancient world, man wanted guidance from the gods on what he should do.
__label__recommendations	It’s better to use the microphone.
__label__recommendations	One of the participants must be publicly responsible for recording in writing what was agreed at the meeting.
__label__performance_assessment	Bad idea.
__label__time	The middle of the day is not the best time for such meetings.
__label__recommendations	He needs to take out that phrase
__label__subject	You are right, WTT needs to be improved.
__label__performance_assessment	Waste of money and time.
__label__technical	It is really hard to focus with such noise outside the room.
__label__performance_assessment	 the training was not credible
__label__technical	Chairs are not comfortable at all.
__label__performance_assessment	I loved it
__label__performance_assessment	 I’m of the opinion that the lecture is boring
__label__technical	Can anybody fix those chairs?
__label__subject	Why should that cause the masses to riot?
__label__performance_assessment	She made every possible effort to explain everything.
__label__subject	The presented idea may be eligible for the “idea of the month” award
__label__recommendations	Some of the participants should get a reprimand.
__label__performance_assessment	I always have a problem with preparing my speech.
__label__recommendations	It would be splendid to have that report emailed to everyone
__label__performance_assessment	Good job!
__label__recommendations	I hope for the next meeting let the participants give their opinions
__label__subject	It was really upsetting to hear their story.
__label__recommendations	They should prohibit mobile access to meeting rooms
__label__subject	The presenter was not serious in the assessments he made
__label__time	Meeting so early is nearly impossible for me.
__label__performance_assessment	I have nothing to complain about.
__label__performance_assessment	I don't find pleasure in wasting time.
__label__subject	 I hold the view that the remarks presented during the speech were unfortunate
__label__subject	 From my perspective the main idea is not working
__label__subject	I have noticed that at the end of the day, Olivia is not able to focus on her task without despair.
__label__technical	No one has such old machines to practice.
__label__performance_assessment	Sorry, but you really could do better :(
__label__subject	We need charismatic leaders in such situations
__label__recommendations	Everyone should prepare a speech for each session.
__label__recommendations	We can divide into groups by our own.
__label__recommendations	The minutes should include the issues addressed in it, the pending tasks, who should perform them and for when.
__label__technical	The speakers were set so loudly that it really heart my ears!
__label__performance_assessment	I had a very wonderful time at the meeting
__label__performance_assessment	This wasn’t great but wasn’t bad either.
__label__performance_assessment	Challenging.
__label__performance_assessment	Great job.
__label__subject	The meeting was full of topics that were simply not interesting
__label__time	I was on time and there was nobody in the room.
__label__performance_assessment	Everyone wanted to leave before you finished.
__label__recommendations	I think we should find a new way of discussing our stuff.
__label__time	I hope that next time we would again talk the same subject, because it wasn't exhausted during one meeting.
__label__subject	 From my view point the plan was helpful
__label__recommendations	Please, the organizers must identify the people who must participate.
__label__subject	And to this day, millions of people remember and honor the name of Gautama, as that of the great lover of men.
__label__performance_assessment	Do you think it was nice to listen to all this negative stuff?
__label__recommendations	From my perspective the main idea presented in the course should be more often discussed.
__label__subject	The newest data shows something different from what you were saying.
__label__subject	The presenter projects a good professional image.
__label__recommendations	Please avoid parallel conversations.
__label__technical	I couldn’t read your tiny letters in the presentation.
__label__recommendations	Could you please recommend how to solve this problem during your next speech?
__label__performance_assessment	I was taught to introduce myself at the beginning, but that young speaker didn't bother to do it...
__label__recommendations	We should encourage more behavior like this.
__label__recommendations	Everyone should obey the rules of our sessions.
__label__subject	I have the impression you wanted to say something different.
__label__recommendations	Be more specific about what you know and see in your team
__label__performance_assessment	Those meetings give me hope for a change,
__label__performance_assessment	I understand that this is the way you do things. 
__label__time	A pity not everyone knows how to be as punctual as you are!
__label__subject	She realizes  the commander was absurd
__label__performance_assessment	The presenter did not review well the points that he was going to deal with
__label__performance_assessment	Waste of our time.
__label__performance_assessment	If you complicate things don’t be surprised people don’t listen.
__label__performance_assessment	 The training was boring
