__label__HUM	Who portrayed George M. Cohan in 1942 's Yankee Doodle Dandy ?
__label__ENTY	What is a female rabbit called ?
__label__ENTY	What is a fear of shadows ?
__label__ENTY	What are the chemicals used in glowsticks ?
__label__HUM	Name of the lady the Great Gatsby pines for ?
__label__NUM	What is the size of Argentina ?
__label__HUM	Who is William Wordsworth ?
__label__LOC	What state is John F. Kennedy buried in ?
__label__NUM	When was the first railroad from the east coast to the west coast completed ?
__label__ENTY	What was Paul Bunyan 's ox 's name ?
__label__LOC	What U.S. state lived under six flags ?
__label__ENTY	What do humans catch zoonose diseases from ?
__label__ENTY	What is the name of the largest water conservancy project in China ?
__label__LOC	Where was the first zoo in the U.S. ?
__label__DESC	What does the double-O indicate in 007 ?
__label__LOC	Where is the Isle of Man ?
__label__ENTY	What is the movie Jonathan Livingstone Seagull ?
__label__LOC	What North American city would you visit to see Cleopatra 's Needle ?
__label__HUM	Who is Westview High 's band director in Funky Winkerbean ?
__label__NUM	How far away is the moon ?
__label__HUM	Who is the one Independent Member of Congress ?
__label__LOC	What 's the tallest building in New York City ?
__label__LOC	What is the name of the planet that the Ewoks live on ?
__label__ENTY	What is Smokey The Bear 's middle name ?
__label__HUM	What department store heir is responsible for raising a three-ton safe from the underwater wreckage of the Andrea Doria ?
__label__DESC	What is a `` node '' in computer terms ?
__label__HUM	What is a person called that likes fire ?
__label__LOC	What is the best online games site ?
__label__ABBR	What does the `` c '' stand for in the equation E=mc2 ?
__label__NUM	How many Americans fought for the British in the American Revolution ?
__label__ENTY	In what film did Steven Spielberg 's dog star as the main character 's dog ?
__label__LOC	What U.S. state are the Finger Lakes in ?
__label__DESC	Describe the Long March .
__label__DESC	What is the daily requirement of folic acid for an expectant mother ?
__label__LOC	What was the only country you were allowed to drive into Israel from in 1979 ?
__label__HUM	What are the top ten most common girl names in the US ?
__label__NUM	When was Calypso music invented ?
__label__DESC	What made the Finger Lakes in western New York state ?
__label__DESC	How is the new Ford Econoline van F25 V1 engine ?
__label__DESC	Where did the term `` 86ed '' come from ?
__label__DESC	How can I search for a word within my own webpage ?
__label__HUM	Which two inventors invented Post-its ?
__label__LOC	Where did Wile E. Coyote always get his devices ?
__label__DESC	How do I get a complete list of all the people that are living with the last name Kilvington ?
__label__NUM	When did the Chernobyl nuclear accident occur ?
__label__DESC	What is deconstructionism ?
__label__HUM	What painter popularized soup cans and Brillo soap pad boxes ?
__label__DESC	How do I know if I am pregnant ?
__label__HUM	Who invented the fountain ?
__label__DESC	How can I find a list of celebrities ' real names ?
__label__DESC	How did the months of the year get there name ?
__label__LOC	What is the web address at which I can find the e-mail address of a member of the US House of Representatives ?
__label__DESC	Why was Washington , DC originally called District of Columbia ?
__label__HUM	What comedian was banned from the Ed Sullivan Show for allegedly making an obscene gesture at the show 's host ?
__label__DESC	What is a storm surge ?
__label__LOC	What Russian city used to be called St. Petersburg and Petrograd ?
__label__NUM	How many inches over six feet is the Venus de Milo ?
__label__HUM	Who thought he 'd never see a poem lovely as a tree ?
__label__ENTY	What was the name of the U.S. Navy gunboat in the film The Sand Pebbles ?
__label__ABBR	What is DTMF ?
__label__HUM	What famous male vocalist has the same name as the composer of the opera Hansel and Gretel ?
__label__HUM	What was Al Capone 's nickname ?
__label__DESC	What is the executor in a will ?
__label__NUM	What time of year do most people fly ?
__label__HUM	Who is Zebulon Pike ?
__label__HUM	Who was the first woman golfer to earn a million ?
__label__LOC	What desert has the highest sand dunes ?
__label__HUM	Who was the prophet of the Jewish people ?
__label__LOC	Where is Trinidad ?
__label__ENTY	What soft drink not only has its own video game , but was featured in its own Marvel comic book ?
__label__LOC	What is the capital of California ?
__label__HUM	Who was the author of the famous fairy tale `` Snow White and Seven Dwarfs '' ?
__label__DESC	What was Al Capone finally imprisoned for , in 1931 ?
__label__HUM	Who played Lucas McCain on The Rifleman ?
__label__LOC	What is a country that starts with the letter x ?
__label__ENTY	What are the most common elements in seawater ?
__label__DESC	What are the distinct physical characterstics of the Arabian horse ?
__label__LOC	What desert country borders Saudi Arabia , Iraq and the Persian Gulf ?
__label__ENTY	Names of books by James A. Michener set in the following locations ?
__label__DESC	What is the definition of cosmology ?
__label__ENTY	What 's the traditional drink at the Kentucky Derby ?
__label__ENTY	What format was VHS 's main competition ?
__label__NUM	How many people hike ?
__label__HUM	Name of heroine in `` Scruples '' ?
__label__DESC	Why do USA fax machines not work in UK , NNP ?
__label__HUM	What comedian was born Allen Stewart Konigsberg ?
__label__DESC	How did the U.S. come into the possession of an empire in the wake of the Spanish-American War ?
__label__DESC	How do they type Chinese characters on a keyboard ?
__label__ENTY	What is the longest English word ?
__label__ENTY	What were the trials called which followed World War II ?
__label__ENTY	What is money made of ?
__label__LOC	In what city is the headquarters of Sinn Fein ?
__label__LOC	What country has been called The Queen of the Antilles ?
__label__HUM	What two presidents of the U.S. published books of poetry ?
__label__LOC	What city is served by Tempelhol Airport ?
__label__DESC	What are Cobol , Fortran , and Pascal ?
__label__NUM	In what year did they build the Berlin Wall ?
__label__ENTY	What was the alternate to VHS ?
__label__NUM	What is the average hours per months spent online by AOL users ?
__label__ENTY	What cocktail do you concoct with whisky and sweet vermouth ?
__label__ENTY	What war saw battles at Parrot 's Beak and Black Virgin ?
__label__HUM	Who portrayed Prewett in From Here to Eternity ?
__label__ENTY	What are different products of petroleum ?
__label__NUM	What percentage of children between the ages of two and eleven watch ` The Simpsons ' ?
__label__NUM	What are the unemployment statistics for the years 1965 and 1990 ?
__label__ENTY	What 1965 film had Jack Lemmon portraying a cartoonist ?
__label__ENTY	Which produces the longer sperm - an elephant or a mouse ?
__label__LOC	Where did Luther display his `` Ninety-Five Theses '' ?
__label__ABBR	What does the channel ESPN stand for ?
__label__LOC	What Australian city became the home of the America 's Cup ?
__label__DESC	What is Toulmin logic ?
__label__HUM	Who is the richest person in the world ?
__label__ENTY	What drug did Sigmund Freud become fascinated with while experimenting with the treatment of neurasthenia ?
__label__NUM	How big is a normal size penis for a 15-year-old ?
__label__DESC	What do the number 1 , 2 , and 4 mean on Dr. Pepper bottles ?
__label__ENTY	What is the name of the medical condition in which a baby is born without a brain ?
__label__LOC	What mountain range is traversed by the highest railroad in the world ?
__label__ENTY	What are dinosaur droppings called ?
__label__ENTY	What trade did the 15th and 16th century Portuguese hope to control between Asia and Europe ?
__label__DESC	What 's the Red Planet ?
__label__NUM	How much did Alaska cost when bought from Russia ?
__label__LOC	What canal does the Thatcher Ferry Bridge span ?
__label__LOC	Where can I find info on Alexander Mackenzie ?
__label__DESC	How can I give myself a French manicure ?
__label__ENTY	What fastener did Whitcomb Judson patent in 1893 ?
__label__HUM	Whose acceptance speech of more than 3 minutes prompted a time limit on Academy Award thank-yous ?
__label__HUM	Who found Hawaii ?
__label__LOC	Jackson Pollock was a native of what country ?
__label__NUM	In what year did China and the Republic of Korea establish diplomatic relations ?
__label__LOC	What is a reliable site that I can download Heretic 2 ?
__label__ENTY	What kind of substance is dextropropoxyphen napsylate ?
__label__DESC	What is `` flintknapping '' ?
__label__DESC	How is cologne made ?
__label__NUM	How much was the minimum wage in 1991 ?
__label__DESC	What makes hamburgers taste like steakburgers ?
__label__NUM	In what year did the US Marine Corps adopt the motto `` Semper Fidelis '' ?
__label__ENTY	What 's the common name for acetylsalicylic acid ?
__label__NUM	What is the average date when most malls begin putting up Christmas holiday decorations ?
__label__ENTY	What term means a sexual attraction between a male and a female ?
__label__DESC	What do I need to learn to design web pages ?
__label__DESC	How does a hurricane form ?
__label__HUM	Who did Sara Jane Moore try to assassinate ?
__label__HUM	Who invented the electric guitar ?
__label__NUM	How many objects orbit the Earth ?
__label__HUM	Which major diamond producer is based in South Africa ?
__label__NUM	In which year was New Zealand excluded from the ANZUS alliance ?
__label__HUM	What 's the name of the star of the cooking show , `` Galloping Gourmet '' ?
__label__DESC	Why are there Braille things on the ATM machines that people drive through ?
__label__HUM	Rotary engines used to be made by whom ?
__label__LOC	What four U.S. states have active volcanoes ?
__label__HUM	Who was chairman of the Senate select committee that tried to get to the bottom of Watergate ?
__label__HUM	What famous model was married to Billy Joel ?
__label__HUM	What are the names of Jack 's original roommates on Three 's Company ?
__label__LOC	In what city does Maurizio Pellegrin now live ?
__label__LOC	Where is Ayer 's rock ?
__label__HUM	What buxom blonde appeared on the cover of more than 5 magazines ?
__label__HUM	What first name was Nipsy Russell given at birth ?
__label__DESC	What is the `` fourth dimension '' ?
__label__ENTY	What is glass made of ?
__label__LOC	Where can I take a test that will tell me what I should be when I grow up ?
__label__DESC	Why do girls have to wear training bras ?
__label__ENTY	What do you get by mixing gin and vermouth ?
__label__ENTY	What European race sees the winner of its mountain stage awarded a jersey with large red polka dots ?
__label__HUM	Who is Samuel Pickering ?
__label__DESC	How can I get a CCT diagram ?
__label__DESC	How was the element calcium named ?
__label__ENTY	What predators exist on Antarctica ?
__label__DESC	What is the Internet2 ?
__label__NUM	When was the Parthenon built ?
__label__DESC	What is lung cancer ?
__label__ABBR	What is HDLC ?
__label__LOC	Where is the Taj Mahal ?
__label__NUM	How long do you have to pay back debt after claiming chapter 11 bankruptcy ?
__label__ENTY	What anesthetic did Queen Victoria allow to be used for the birth of her seventh child , in 1853 ?
__label__LOC	What Tokyo street glitters with famed department stores and nightclubs ?
__label__HUM	What is the name of the Indian who became prime minister by beating Mrs. Gandhi in the 1977 election ?
__label__ENTY	What is the connection between New Krypton and Daxam ?
__label__DESC	How do telephones work ?
__label__ENTY	What does a philatelist collect ?
__label__HUM	What title did Suzette Charles assume for two months in 1984 ?
__label__DESC	What are the Valdez Principles ?
__label__ENTY	The trials resulting from World War II are known as what ?
__label__LOC	Where is South Bend ?
__label__HUM	Who portrayed Maggio in the film From Here to Eternity ?
__label__ENTY	Name a film in which Jude Law acted .
__label__DESC	How do you do a bibliography with an unknown author ?
__label__HUM	Who is the Greek God of the Sea ?
__label__ABBR	What is the abbreviation for micro ?
__label__HUM	Who delivered his last newscast on March 6 , 1981 ?
__label__HUM	Who portrayed Dracula in Hammer Studios ' films ?
__label__ABBR	What does NASA stand for ?
__label__ENTY	What chemicals are used in lethal injection ?
__label__NUM	How old is the universe ?
__label__ENTY	What 12-hour cold medicine uses the formula `` 6 , 6 , 12 '' in its ads ?
__label__HUM	Who was the author of the novel `` Far From the Madding Crowd '' ?
__label__ENTY	Which operating system runs on IBM-compatible machines ?
__label__LOC	What Italian city of 155 were Leonardo da Vinci , Michaelangelo , and Machiavelli all working in ?
__label__ENTY	Which is a real berry : blackberry , cranberry , raspberry , strawberry ?
__label__NUM	How fast can a Corvette go ?
__label__ENTY	What 's the colored part of the eye called ?
__label__DESC	How do I know someone is truly in love with me ?
__label__DESC	How did Lee Harvey Oswald purchase his rifle ?
__label__NUM	What are the highest-paying odds on a roulette table ?
__label__HUM	What actress 's autobiography is titled Shelley : Also Known as Shirley ?
__label__ENTY	What is a fear of going to bed ?
__label__DESC	What is the nursery rhyme Rock-a-by Baby about ?
__label__HUM	Who wrote The Red Badge of Courage ?
__label__HUM	Who played the original Charlie 's Angels ?
__label__LOC	Where is the largest post office building in the world ?
__label__HUM	What manufacturers are there in Texas ?
__label__DESC	What is the classic definition of tragic hero ?
__label__ENTY	What measures did Clinton take to avoid the draft ?
__label__LOC	What is Bill Gates of Microsoft E-mail address ?
__label__LOC	Where was George Washington born ?
__label__NUM	What century did art 's Romantic Period begin in ?
__label__NUM	How many people died on D-Day ?
__label__NUM	What year did nylon stockings first go on sale ?
__label__LOC	Where are the Union Stockyards ?
__label__NUM	How many neurons are in the human brain ?
__label__HUM	What Japanese manufacturer is known for both its pianos and its motorcycles ?
__label__HUM	Whom does Uncle Duke 's girl friend , Honey , room with ?
__label__DESC	How do you get silly putty out of fabric ?
__label__ENTY	What is the smallest thing seen under the most powerful microscope , and how big is it ?
__label__DESC	What is the difference between a fruit and a vegetable ?
__label__NUM	How many people are taller than 7 feet ?
__label__HUM	Who wrote The Night of the Iguana ?
__label__ENTY	What historical event happened in Dogtown in 1899 ?
__label__LOC	Where does the Santa Fe Trail begin and end ?
__label__NUM	A normal human pregnancy lasts how many months ?
__label__HUM	Who starred in Singing in the Rain and The Singing Nun ?
__label__ENTY	What Michelangelo sculpture is in Saint Peter 's Cathedral , Basilica , ?
__label__LOC	What is the name of the tallest mountain in the world ?
__label__NUM	How many holes are there in a tenpin bowling ball ?
__label__DESC	What else has the swastika stood for ?
__label__DESC	How is Abigail Arcane related to the villainous opponent of the Swamp Thing ?
__label__DESC	What is `` bloodhound '' ?
__label__HUM	What record company was formed by Herb Alpert and Jerry Moss ?
__label__DESC	What is a leaky heart valve ?
__label__HUM	What organization has a Security Council ?
__label__HUM	Who asked the musical question : `` Have you ever been to electric lady land ? ''
__label__ENTY	What `` melts in your mouth , not in your hands '' .
__label__LOC	What country offered Albert Einstein its presidency in 1952 ?
__label__HUM	Who is Samuel F. Pickering ?
__label__HUM	Who did Doris Day mean when she said : `` I call him Ernie because he 's certainly no Rock '' ?
__label__LOC	What is the largest lake in North America ?
__label__ENTY	What 1915 film was the first to gross $5 million ?
__label__DESC	What is platinum ?
__label__ENTY	What animal has killed the most people ?
__label__HUM	What count did Alexandre Dumas write about ?
__label__ENTY	What British TV series featured Emma Peel ?
__label__DESC	How do I find if my relatives were on the Trail of Tears ?
__label__ENTY	What penalty space lies between Baltic Avenue and Reading Railroad on a Monopoly board ?
__label__HUM	Who invented the radio ?
__label__HUM	Who is Coronado ?
__label__HUM	Who invented the vacuum cleaner ?
__label__DESC	What do the figures represent on the Easter Island ?
__label__ENTY	What 's played at Wembley Stadium , London , every May ?
__label__HUM	Who shot Billy the Kid ?
__label__LOC	Where are the busiest ports in the world ?
__label__NUM	How many member states are in the UN ?
__label__NUM	How much would a black-and-white 1-cent stamp be worth , Thomas Jefferson on it , ?
__label__ENTY	What two vegetables are combined in succotash ?
__label__HUM	Who moderated the first Kennedy-Nixon TV debate ?
__label__DESC	What is a `` repeating voter '' ?
__label__DESC	What are the rules to `` snow golf '' ?
__label__ENTY	What interesting method was used to run the credits in the early Popeye cartoons ?
__label__DESC	Why do heavier objects travel downhill faster ?
__label__ENTY	Which medium is Hamblen the first singing cowboy in ?
__label__DESC	What does Venus Retrograde mean ?
__label__NUM	When was the first successful heart transplant for a human ?
__label__LOC	What 's the capital of Taiwan ?
__label__HUM	What 19th-century writer had a country estate on the Hudson dubbed Sunnyside ?
__label__LOC	What Russian seaport has a name meaning `` Lord of the East '' ?
__label__ABBR	What 's the abbreviation for trinitrotoluene ?
__label__DESC	What is the nature of learning ?
__label__NUM	How many hearts does an octopus have ?
__label__HUM	What 's the better-known identity of John Merrick , the noble ogre of Victorian England ?
__label__HUM	Who said `` Give me liberty or give me death '' ?
__label__NUM	How much electricity does the brain need to work ?
__label__LOC	What is the nickname for the state of Mississippi ?
__label__ENTY	What took first prize in Omni magazine 's contest to find the `` ultimate unanswerable question '' ?
__label__ENTY	What is the name of the dog on the Cracker Jack box ?
__label__NUM	How many years of schooling after highschool does it take to become a neurosurgeon ?
__label__LOC	What country and western singer is known as The Silver Fox ?
__label__NUM	How much stronger is the new vitreous carbon material invented by the Tokyo Institute of Technology compared with the material made from cellulose ?
__label__NUM	How many liberty bells have there been ?
__label__HUM	What contemptible scoundrel stole the cork from my lunch ?
__label__ENTY	Which two products use a tiger as their symbol ?
__label__ABBR	What does S.O.S. stand for ?
__label__DESC	How do I get another city 's newspaper ?
__label__LOC	Which large U.S. city had the highest murder rate for 1988 ?
__label__ENTY	What is the zodiac sign for August 14 ?
__label__DESC	Why do movie and TV stars get paid so much ?
__label__HUM	Who provides telephone service in Orange County , California ?
__label__DESC	How does it make its colors ?
__label__HUM	What king was forced to agree to the Magna Carta ?
__label__DESC	Why is Indiglo called Indiglo ?
__label__HUM	What basketball player is credited with 23 , 924 rebounds ?
__label__HUM	What are the top ten all-time money making NFL teams ?
__label__DESC	How is Answers.com funded ?
__label__HUM	Who is the Queen of Holland ?
__label__DESC	What is a caul ?
__label__ENTY	What is the name of the game that Garry Kasparov plays ?
__label__LOC	What building built in 18 contains 327 miles of book shelves ?
__label__ENTY	What was Edward Albee 's first full-length play ?
__label__LOC	Where is Basque country located ?
__label__HUM	Who is the nebbish that is Marvel 's official mascot ?
__label__ENTY	Ray Charles plays which instrument ?
__label__NUM	How many cards are dealt to each player in Gin Rummy ?
__label__LOC	What are some good fractal web sites ?
__label__NUM	What is the current population for these countries : France , Spain , Italy , Greece , Austria , Germany , Switzerland , the Netherlands ?
__label__DESC	What was a Mae West on a World War II battleship ?
__label__ENTY	What film did Louise Fletcher win the best actress Oscar for ?
__label__ENTY	What color are the castellated walls of the Kremlin ?
__label__DESC	What are amaretto biscuits ?
__label__ENTY	What was the top box office movie in April 1998 ?
__label__DESC	What 's the proud claim to fame of the young women who formed Kappa Alpha Theta ?
__label__HUM	Who won the Battle of Gettysburg ?
__label__ENTY	What is Nero Wolfe 's favorite drink during office hours ?
__label__HUM	What is a society ruled by elders ?
__label__DESC	What is a nanometer ?
__label__ENTY	What color is Chablis ?
__label__LOC	Where is the highest point in Japan ?
__label__ENTY	What kind of tree graces Lebanon 's flag ?
__label__NUM	How many months does it take the moon to revolve around the Earth ?
__label__DESC	What does seccession mean ?
__label__HUM	What U.S. university boasts the largest library ?
__label__NUM	When was the NFL established ?
__label__NUM	How much of the nation 's children between the ages of two and eleven watch ` The Simpsons ' ?
__label__HUM	What actress starred in `` The Lion in Winter '' ?
__label__NUM	How many people were executed for Abraham Lincoln 's assassination ?
__label__ENTY	In what book can I find the story of Aladdin ?
__label__LOC	What strait links the Mediterranean Sea and the Atlantic Ocean ?
__label__HUM	Who comprised the now-defunct comic book team known as the Champions ?
__label__ENTY	What did Tristan come back as ?
__label__HUM	Who won the first World Series ?
__label__HUM	Who wrote The Ugly Duckling ?
__label__HUM	Who holds the career record for the most major league home runs ?
__label__HUM	Who was Monet ?
__label__DESC	What 's a water funnel ?
__label__DESC	Why should cigarette smoking be banned ?
__label__DESC	How did the Hohenzollerns build their power around 17 ?
__label__NUM	What do Englishmen weigh themselves in ?
__label__HUM	Who was chosen to be the first black chairman of the military Joint Chiefs of Staff ?
__label__ENTY	What is the chemical symbol for nitrogen ?
__label__DESC	What do Japanese school uniforms look like ?
__label__NUM	When was the Triangle Shirtwaist fire ?
__label__HUM	What company has built more than 2.5 billion little green houses since 1935 ?
__label__ENTY	What creature is the absolute fastest in moving in the world , birds , mammals , etc. , ?
__label__DESC	What is the main application of sodium hydrosulfite ?
__label__HUM	What is a person called that likes fire ?
__label__DESC	What is white chocolate ?
__label__LOC	What southwestern state is dubbed The Silver State ?
__label__DESC	What caused Harry Houdini 's death ?
__label__ENTY	What is the most expensive car in the world ?
__label__ENTY	What do opposite faces of a die always add up to ?
__label__NUM	What is Columbia Tristar 's phone number ?
__label__HUM	Who portrayed Renaud in Casablanca ?
__label__ENTY	What newspaper serves Salt Lake City ?
__label__NUM	When did Amtrak begin operations ?
__label__DESC	Why didn 't European colonial rule spread until after the first and second industrial revolutions ?
__label__DESC	What are the words to the Canadian National anthem ?
__label__DESC	How does ultraviolet light damage the DNA of skin cells ?
__label__DESC	Where did the marriage ceremony come from ?
__label__LOC	What famed river was Hernando de Soto the first European to see ?
__label__LOC	Where was chop suey invented ?
__label__NUM	What is the telephone number for the University of Kentucky ?
__label__NUM	What is the quantity of American soldiers still unaccounted for from the Vietnam war ?
__label__ENTY	What did the crocodile swallow in Peter Pan ?
__label__DESC	What causes `` rolling thunder '' ?
__label__HUM	Who was the first black performer to have his own network TV show ?
__label__HUM	With whom did Bush compare Saddam Hussein ?
__label__NUM	What was the Great Britain population from 1699-172 ?
__label__DESC	What is the origin of the name Katie ?
__label__NUM	What is the starting salary of a radiographer ?
__label__DESC	What is the origin of the typing practice sentence `` Now is the time for all good men to come to the aid of their country '' ?
__label__HUM	What French leader sold Louisiana to the United States ?
__label__ENTY	Name one of the Seven Wonders of the Ancient World .
__label__HUM	What was Marilyn Monroe 's real name ?
__label__HUM	Name the Ranger who was always after Yogi Bear .
__label__ENTY	What explosive do you get by mixing charcoal , sulfur and saltpeter ?
__label__ENTY	What two vessels fought the first sea battle between iron-covered ships ?
__label__ENTY	What was cash-conscious Colonel Edwin L. Drake the first to drill ?
__label__HUM	What attorney-general ordered the closing of Alcatraz ?
__label__HUM	Who is the leader of Brunei ?
__label__NUM	What percent of world 's fresh water is found in Canada ?
__label__ENTY	What do you get by adding Lactobacillus bulgaricus to milk ?
__label__NUM	How many shillings more than 2 were there in a guinea ?
__label__DESC	How does food color affect how you think it will taste ?
__label__LOC	Where can I find a lesson plan for teaching the metric system conversion to American standard ?
__label__NUM	How many years old is Benny Carter ?
__label__NUM	What is the population of Ohio ?
__label__LOC	What U.S. state 's biggest lake is Lake Sam Rayburn ?
__label__ENTY	What do you call the feeling of having experienced something before ?
__label__NUM	How far is London UK from California ?
__label__DESC	What does the number 33 on the Rolling Rock beer bottle mean ?
__label__LOC	What country contains the westernmost point in South America ?
__label__ENTY	Which Beatles disc cover honors the Rolling Stones ?
__label__DESC	Why does it say on children 's cough syrup not to drive while using this medication ?
__label__NUM	What year did Apartheid start ?
__label__ENTY	What gender is not allowed to vote in Kuwait ?
__label__HUM	What card company sells Christmas ornaments ?
__label__DESC	What does the word camaro mean , from the GM car the Camaro ?
__label__NUM	What is the highest number of home runs on record for any one game ?
__label__ENTY	What do penguins eat ?
__label__DESC	What was the importance of Magellan ?
__label__LOC	What direction do most baseball pitchers pitch toward ?
__label__ENTY	What kind of creature is a coot ?
__label__DESC	What are some chemical properties of mendelevium ?
__label__HUM	What is the name of the inventor of silly putty ?
__label__DESC	What must a Las Vegas blackjack dealer do when he reaches 16 ?
__label__ENTY	What handicraft requires you to interlace your warp and weft ?
__label__LOC	What country 's national passenger rail system is called Via ?
__label__HUM	What actor came to dinner in Guess Who 's Coming to Dinner ?
__label__NUM	How many elevators do you ride to reach the top floor of the Empire State Building ?
__label__LOC	Where can I find the names of all the 15 Pokemon ?
__label__ENTY	What TV game show once saw a contestant admit to picking his toes in the shower ?
__label__HUM	What college did Joe Namath play football for ?
__label__ENTY	What color are tennis balls ?
__label__HUM	Who was the first Russian astronaut to walk in space ?
__label__HUM	What actor 's autobiography is titled All My Yesterdays ?
__label__ENTY	What hide-and-seek game is played around a tin can ?
__label__HUM	Who wrote the book , `` Huckleberry Finn '' ?
__label__ENTY	What was the name of the famous battle between Texas and Mexico ?
__label__LOC	What prison is found in Ossining , New York ?
__label__NUM	How long does it take different materials to decompose ?
__label__HUM	Who was Charles Lindbergh 's wife ?
__label__HUM	Who played the part of the Godfather in the movie , ` The Godfather ' ?
__label__DESC	How do you stop junk snail mail ?
__label__HUM	Which NBA players had jersey number 0 ?
__label__HUM	Who are the Challengers of the Unknown ?
__label__ENTY	What delicacy is known indelicately as pickled roe ?
__label__HUM	Who portrayed `` the man without a face '' in the movie of the same name ?
__label__DESC	How do you measure the heat of the sun ?
__label__ENTY	What kind of suit did true hepcats wear in 1942 ?
__label__NUM	In what year was the first patent for the pull-tab opener on cans obtained ?
__label__DESC	What is the `` coppertop '' battery ?
__label__DESC	How can I get some free technical information on Electric Vehicle ?
__label__HUM	What president 's ghost is said to haunt the White House ?
__label__DESC	What are the lyrics to `` Smelly Cat '' ?
__label__ABBR	What is the full form of .com ?
__label__DESC	Why can 't you taste anything when you have a cold ?
